CustomerID,FullName,EmailAddress,Age,PhoneNumber,Address,Married,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster
451,Amanda Neal,crosbyheather@example.com,18,400-298-9939,"657 Lewis Fork Suite 040
Port Anthonyview, FL 65197",No,85.0,5.0,1351.16,1.0,3.0,2.0,132.0,0
452,Nathan Lopez,christinedavis@example.net,48,322.482.8308,"19958 Bowen Court Suite 833
New Nancy, KY 98070",Yes,6.0,2.0,800.1899999999999,4.0,1.0,1.0,411.0,2
453,Tiffany Hines,snyderlinda@example.com,30,(682)438-3736x94081,"01595 Mary Loaf Apt. 282
Jacobsfurt, AZ 88997",No,61.0,5.0,3503.79,1.0,3.0,3.0,133.0,0
454,Rebecca Wilson,taylormichael@example.net,34,(383)577-4201x702,"PSC 6806, Box 7166
APO AA 96625",Yes,6.0,5.0,10044.79,4.0,3.0,4.0,434.0,1
455,Jessica Thornton,greenpaul@example.org,30,(751)442-2194x58120,"48389 Brian Course
Harmonhaven, PR 64569",Yes,105.0,3.0,5970.410000000001,1.0,1.0,3.0,113.0,1
456,Kyle Bullock,ygriffith@example.net,29,(448)433-3072x59183,"711 Chase Lodge Apt. 681
West Brianshire, OR 41938",Yes,175.0,2.0,4056.94,1.0,1.0,3.0,113.0,4
457,Elijah Ferguson,tammy37@example.net,35,001-201-294-9873x66096,"3687 Francis Streets
Marieshire, MH 58337",No,234.0,4.0,8495.52,1.0,2.0,4.0,124.0,4
458,Kyle Williams,smithdavid@example.org,44,900.536.7072x728,"901 Neal Walks Apt. 044
West Emily, MA 43185",Yes,69.0,5.0,12542.52,1.0,3.0,4.0,134.0,1
459,Elaine Leblanc,kimberly64@example.net,32,+1-356-623-6464x306,"086 King Plains Apt. 787
New Justinport, VI 67434",No,141.0,4.0,1820.1,1.0,2.0,2.0,122.0,4
460,Nicole White,mark13@example.net,27,001-423-967-6043x374,"567 Arias Square Apt. 911
Roweburgh, MN 40962",No,61.0,4.0,6704.469999999999,1.0,2.0,4.0,124.0,1
461,Brianna Andrews,hensleysuzanne@example.net,43,707-765-5099,"6258 Hall Haven
West Jonathanton, WV 54966",No,97.0,4.0,938.12,1.0,2.0,1.0,121.0,2
462,Mike Thomas,michael24@example.org,31,6536146664,"874 Williams Track
Port Gabriela, HI 62794",Yes,139.0,4.0,7154.53,1.0,2.0,4.0,124.0,4
463,Kurt Rogers,vyang@example.org,47,925-292-6913x1788,"71030 Townsend Mountains Apt. 486
Riosmouth, CT 88860",Yes,77.0,4.0,6091.759999999999,1.0,2.0,3.0,123.0,1
464,John Jordan,michaeldurham@example.net,40,001-638-378-5142x41650,"3398 Elizabeth Ramp Suite 831
Port Jamesberg, NJ 07356",No,25.0,4.0,1273.78,2.0,2.0,2.0,222.0,0
465,Jeremiah Lane,joselozano@example.net,18,(348)324-2530x25838,"1781 Leah Courts
East Kenneth, TX 06925",No,62.0,4.0,6745.52,1.0,2.0,4.0,124.0,1
466,Aaron Edwards,meredithhernandez@example.net,33,001-247-497-8769x16210,"733 Ibarra Ridges Suite 971
Bartonberg, OR 61937",No,6.0,4.0,5413.990000000001,4.0,2.0,3.0,423.0,0
467,Gary Myers,bobby33@example.com,33,642-948-4665x968,"043 Moreno Station Suite 482
Meyersshire, LA 28955",Yes,132.0,4.0,8261.16,1.0,2.0,4.0,124.0,4
468,Jonathan Rivera,gmurphy@example.net,18,001-978-829-2567x203,"36103 Williams Mill
Bakerport, AK 60300",No,25.0,4.0,4988.64,2.0,2.0,3.0,223.0,0
469,Christopher Sanders,twaller@example.net,24,001-767-346-7642x66896,"813 Lambert Station
Shermanmouth, AS 04383",No,92.0,3.0,14540.82,1.0,1.0,4.0,114.0,1
470,Rachel Ramos,laura14@example.net,22,371-396-6093,"9401 Jones Trail Apt. 436
New Nathan, CO 63420",Yes,166.0,5.0,11007.0,1.0,3.0,4.0,134.0,4
471,Lori Levine,osaunders@example.net,21,606.910.6732x41974,"96632 Bradford Circles Suite 771
Lake Derek, GU 87952",No,11.0,6.0,7547.55,3.0,4.0,4.0,344.0,0
472,William Wheeler,garciajoseph@example.com,31,590.828.1191x140,"692 Burke Rapid
Lauraton, GU 71816",No,2.0,6.0,8366.01,4.0,4.0,4.0,444.0,1
473,Robert Rodriguez,ibenton@example.com,18,(226)298-3070x27861,"7528 David Avenue
Garciaberg, UT 70369",Yes,46.0,3.0,8643.56,1.0,1.0,4.0,114.0,1
474,Justin Cooke,juan09@example.org,56,679-762-1454x854,"194 Martinez Rest Suite 226
Randallburgh, CA 68664",Yes,,,,,,,,0
475,Brandon Hernandez,mtaylor@example.com,36,001-356-329-8169x39706,"630 Townsend Island
Jenkinsview, TN 42172",Yes,89.0,5.0,1487.25,1.0,3.0,2.0,132.0,0
476,Kenneth Jackson,smithrobert@example.net,39,585-716-9649x7983,"22697 James Skyway
South Brian, MP 09724",Yes,209.0,2.0,4939.4400000000005,1.0,1.0,3.0,113.0,4
477,Lori Harrison,perrychelsea@example.com,50,(731)615-2508,"20860 Finley Village
Mcculloughview, ND 12686",No,22.0,5.0,1474.83,2.0,3.0,2.0,232.0,0
478,Tracie White,whitekevin@example.org,49,(691)467-8555x6099,"1794 Ayala Causeway
East Briannashire, NY 84287",No,132.0,4.0,877.11,1.0,2.0,1.0,121.0,4
479,James Wilson,marshmargaret@example.net,38,(902)207-8444x194,"3407 Ramos Curve Apt. 099
South Christine, ID 97618",Yes,309.0,2.0,732.83,1.0,1.0,1.0,111.0,4
480,Erik Wright,stephendillon@example.net,43,+1-539-357-5736x57856,"99127 Bianca Inlet Suite 646
Dustinfurt, WA 56636",Yes,288.0,2.0,4534.21,1.0,1.0,3.0,113.0,4
481,Dr. Roberta Marquez,nhale@example.com,29,(383)679-3621x306,"96562 Miller Bridge Apt. 044
Stoutfurt, MS 81875",Yes,13.0,5.0,12220.84,3.0,3.0,4.0,334.0,1
482,Travis Carlson,amandawise@example.com,41,001-956-682-1691,"0655 Sullivan Field
North Jared, NJ 51331",Yes,302.0,2.0,4826.049999999999,1.0,1.0,3.0,113.0,4
483,Peter Scott,dyernancy@example.net,44,664-563-6219x75809,"960 Craig Harbor Suite 891
Port Justinport, VI 93927",No,166.0,6.0,10234.13,1.0,4.0,4.0,144.0,4
484,Allen Lee,qleach@example.net,29,5152081531,"433 Timothy Hills
Smithchester, WA 60563",Yes,20.0,1.0,376.5,2.0,1.0,1.0,211.0,2
485,Elizabeth Francis,oparker@example.com,41,(511)795-7177x0412,"5890 Jacob Turnpike
West Erin, AR 04389",Yes,88.0,4.0,6687.280000000001,1.0,2.0,4.0,124.0,1
486,Ashley Jones,rickyponce@example.org,36,001-668-402-1822x9044,"142 Ross Harbors Apt. 295
Walkerberg, VT 31636",No,36.0,2.0,810.66,2.0,1.0,1.0,211.0,2
487,Mr. Michael Jones DDS,melissamartinez@example.net,30,684.359.0863,"43887 Nelson Islands Suite 077
Reneebury, RI 87366",No,10.0,7.0,13114.22,3.0,4.0,4.0,344.0,3
488,Levi Williams,bartlettmackenzie@example.net,25,944.818.1115,"458 Kirby Trafficway
East Stevemouth, WY 73123",No,15.0,4.0,720.4000000000001,3.0,2.0,1.0,321.0,0
489,Donna Bonilla,alejandro69@example.org,33,478-251-7940x653,"09274 Kelly Harbors Suite 628
North Jacob, AS 47040",Yes,19.0,2.0,875.9599999999999,2.0,1.0,1.0,211.0,2
490,Alexis Moreno,stonechristina@example.net,35,229.376.3379,"3642 Perez Springs Apt. 772
Loritown, PR 04922",Yes,15.0,3.0,5601.049999999999,3.0,1.0,3.0,313.0,2
491,Teresa Marks,lori66@example.com,23,001-298-476-1396x4734,"PSC 8297, Box 1667
APO AA 28046",No,75.0,7.0,7967.759999999999,1.0,4.0,4.0,144.0,3
492,Dana Kelley,kristinecarney@example.org,37,(762)494-4853,"182 Warner Isle
Kevinmouth, RI 33232",Yes,138.0,2.0,876.6600000000001,1.0,1.0,1.0,111.0,4
493,Amy Johnson,gloriawalker@example.com,39,(311)866-6456x790,"1171 Chen Springs Suite 717
East Michael, FL 48751",No,92.0,3.0,2802.72,1.0,1.0,2.0,112.0,2
494,Derek Tran,janet55@example.org,36,946.330.4158,"0488 Brenda Stravenue
Shahburgh, PA 70731",Yes,,,,,,,,0
495,Shannon Gonzalez,jasontaylor@example.org,42,8574424348,"USS Stevens
FPO AA 90315",Yes,170.0,2.0,1005.87,1.0,1.0,2.0,112.0,4
496,Mackenzie Vaughn,frederickshields@example.org,23,001-793-490-0842x579,"289 Russell Mission
Christophershire, OR 53261",Yes,183.0,1.0,89.60000000000001,1.0,1.0,1.0,111.0,4
497,Luke Huber,ulang@example.com,39,690-238-1110x03464,"951 Charles Streets
Lake Richard, WI 44769",Yes,66.0,2.0,2160.84,1.0,1.0,2.0,112.0,2
498,Bailey Bryant,emily57@example.net,41,572-538-4501x6986,"702 Lopez Extensions Suite 697
Kleinshire, CO 85303",No,6.0,7.0,24094.18,4.0,4.0,4.0,444.0,3
499,April Thompson,lisa06@example.net,35,853.724.3387x15353,"Unit 9334 Box 1218
DPO AP 85198",No,107.0,3.0,3952.63,1.0,1.0,3.0,113.0,2
500,Brian Franklin,vcollins@example.net,50,+1-432-556-3063x7795,"998 Henry Islands Suite 357
New Mathew, NY 01366",Yes,15.0,7.0,2211.15,3.0,4.0,2.0,342.0,0
